864448983867019264	#maisvoce	[-1,-1,-1,-1,0,-1,-1]	1	-1
862169273359376384	#masterchefbr	[-1,-1,-1,-1,-1,-1,-1]	0	-1
862004019534942208	#videoShowAoVivo	[0,1,0,1,0,0,0]	0	0
862308879220318208	#encontro	[1,1,1,1,1,1,1]	0	1
864328370150154240	#TheNoite	[1,1,1,1,0,1,1]	1	1
864674894126174208	#masterchefbr	[0,-1,-1,-1,-1,-1,-1]	0	-1
863591188028424192	#altasHoras	[0,1,1,1,0,1,1]	1	1
864661971555287044	#masterchefbr	[0,-1,-1,-1,0,-1,-1]	1	-1
864164468938477569	#videoShowAoVivo	[0,1,1,1,1,0,1]	0	1
862673399839166464	#encontro	[1,1,1,1,1,1,1]	0	1
864661180710834176	#masterchefbr	[0,-1,-1,-1,-1,-1,-1]	2	-1
865572140782845953	#encontro	[-1,-1,-1,0,-1,-1,-1]	1	-1
862879878571491330	#TheNoite	[0,-1,0,0,0,-1,-1]	0	0
865574215738511360	#encontro	[-1,-1,-1,-1,-1,-1,-1]	0	-1
864662798655270912	#masterchefbr	[0,1,0,0,0,-1,1]	0	0
861282599641243648	#DomingoLegal	[0,1,0,1,0,0,1]	1	0
865426606084562944	#ConversaComBial	[1,1,1,1,1,1,1]	0	1
865204415380246528	#encontro	[0,-1,1,-1,0,0,-1]	0	-
865218334001856512	#encontro	[0,-1,-1,-1,-1,-1,-1]	1	-1
863591134106447872	#altasHoras	[-1,-1,-1,-1,-1,-1,-1]	0	-1
862668775333781504	#encontro	[0,1,1,1,1,1,0]	0	1
863586143396298752	#altasHoras	[1,1,1,1,1,1,1]	0	1
864685413222449152	#masterchefbr	[-1,-1,-1,0,-1,-1,-1]	0	-1
862723945564442625	#videoShowAoVivo	[0,1,0,0,0,0,0]	0	0
864901146552520704	#videoShowAoVivo	[-1,-1,0,-1,0,-1,-1]	1	-1
862156476244267008	#masterchefbr	[-1,-1,-1,-1,-1,-1,-1]	0	-1
863255878560079872	#ConversaComBial	[1,1,1,1,1,1,1]	0	1
864710167052660737	#TheNoite	[0,-1,-1,1,1,-1,-1]	1	-1
864532314096848897	#videoShowAoVivo	[1,1,1,1,1,1,1]	0	1
864179611869081600	#videoShowAoVivo	[0,-1,1,0,0,0,0]	3	0
864679780549046272	#masterchefbr	[0,1,-1,0,0,0,0]	2	0
865217378854084608	#encontro	[1,1,1,1,0,1,1]	0	1
862155212550746113	#masterchefbr	[-1,-1,-1,-1,-1,-1,-1]	1	-1
865055312977559552	#TheNoite	[1,1,1,1,1,1,1]	1	1
863004413455216641	#maisvoce	[0,-1,-1,-1,0,-1,-1]	0	-1
864875331890667520	#videoShowAoVivo	[0,0,0,0,0,0,0]	0	0
864468709225754624	#maisvoce	[-1,-1,-1,-1,-1,-1,-1]	0	-1
863044595579588608	#encontro	[0,1,0,-1,-1,-1,-1]	2	-1
863786967590469632	#DomingoLegal	[0,1,0,0,0,0,0]	0	0
864651989925408768	#masterchefbr	[0,1,0,1,0,1,0]	1	0
863586893769961472	#altasHoras	[0,1,0,0,0,1,1]	1	0
864657954850705412	#masterchefbr	[1,1,1,1,1,1,1]	0	1
865629121673441280	#videoShowAoVivo	[-1,-1,-1,-1,-1,-1,-1]	0	-1
863587184653324288	#altasHoras	[1,1,1,1,1,1,1]	0	1
862140095364816897	#masterchefbr	[-1,-1,-1,-1,-1,-1,-1]	0	-1
863246926002761728	#ConversaComBial	[0,-1,-1,0,0,0,0]	3	0
864330942051213313	#TheNoite	[1,1,1,1,0,-1,-1]	2	1
864696439020048385	#masterchefbr	[0,1,0,1,0,0,0]	0	0
864167061450244096	#videoShowAoVivo	[1,1,1,1,0,1,1]	0	1
865175881551151104	#maisvoce	[0,1,-1,1,1,0,1]	0	1
863085029416730624	#videoShowAoVivo	[0,1,0,0,0,0,0]	0	0
862305865998716929	#masterchefbr	[0,1,1,0,0,1,0]	0	0
862690607583637504	#masterchefbr	[-1,-1,-1,-1,-1,-1,-1]	0	-1
864837992116039680	#masterchefbr	[-1,-1,-1,-1,-1,-1,-1]	0	-1
865054139256123392	#TheNoite	[1,1,1,1,1,1,0]	0	1
865628946473209856	#videoShowAoVivo	[1,1,1,1,1,1,1]	0	1
864703394967154688	#masterchefbr	[0,1,1,1,1,0,0]	0	1
864683456537784321	#ConversaComBial	[0,-1,1,-1,0,1,0]	0	0
864456969469530113	#maisvoce	[1,1,1,1,1,1,1]	0	1
865565993120276482	#encontro	[1,1,-1,1,0,-1,0]	1	1
863175495952846848	#TheNoite	[0,0,0,1,1,0,0]	0	0
863597529971261440	#altasHoras	[0,1,1,1,1,1,0]	0	1
863002731275063296	#maisvoce	[-1,1,1,-1,-1,0,-1]	0	-1
864658729622437888	#masterchefbr	[0,-1,1,-1,0,-1,-1]	0	-1
864894432419737600	#encontro	[0,-1,1,0,0,0,0]	3	0
862357063116226564	#videoShowAoVivo	[0,1,1,1,1,1,1]	0	1
862140084291858434	#masterchefbr	[-1,-1,-1,-1,-1,-1,-1]	0	-1
862889135123685377	#ConversaComBial	[-1,-1,-1,-1,-1,-1,-1]	0	-1
862312621361569794	#encontro	[1,1,1,1,1,1,1]	0	1
864903728922492928	#videoShowAoVivo	[0,-1,0,-1,0,-1,-1]	1	-1
862513541491961856	#TheNoite	[1,0,1,1,1,1,0]	1	1
864533088596107264	#videoShowAoVivo	[0,1,-1,-1,0,-1,0]	0	-
862684531341631492	#encontro	[-1,-1,-1,-1,-1,-1,-1]	0	-1
862144501607010304	#masterchefbr	[0,-1,-1,-1,1,-1,-1]	1	-1
862146368130994176	#masterchefbr	[0,-1,0,-1,0,0,0]	0	0
862358112182968321	#videoShowAoVivo	[0,1,-1,-1,0,0,-1]	1	-
864097990251859970	#maisvoce	[1,1,1,1,1,1,1]	0	1
863597680345456640	#altasHoras	[1,1,1,1,1,1,1]	0	1
864179922411106304	#videoShowAoVivo	[1,1,1,1,1,1,1]	0	1
864652296717824000	#masterchefbr	[1,1,1,1,1,1,1]	0	1
865545503815094273	#maisvoce	[-1,-1,-1,-1,-1,-1,-1]	0	-1
864495857730805764	#ConversaComBial	[0,0,0,0,0,0,0]	0	0
865429420991008768	#ConversaComBial	[1,1,1,1,1,1,1]	0	1
864662776463204353	#masterchefbr	[-1,-1,-1,-1,-1,-1,-1]	0	-1
864659569452216321	#masterchefbr	[-1,-1,-1,-1,-1,-1,-1]	0	-1
865051872318640128	#TheNoite	[0,1,0,0,0,0,0]	2	0
863585446315642880	#altasHoras	[1,1,1,1,1,1,1]	0	1
865221212947066880	#encontro	[0,-1,-1,-1,0,-1,0]	0	-1
862328226634493953	#masterchefbr	[0,1,-1,-1,-1,-1,-1]	1	-1
863804549139750912	#DomingoLegal	[0,1,-1,-1,0,-1,0]	2	-
862408799621189632	#masterchefbr	[1,1,1,1,1,1,1]	1	1
862513990618030080	#TheNoite	[1,1,1,1,1,1,1]	0	1
865565766095163394	#encontro	[-1,-1,-1,-1,-1,-1,-1]	0	-1
864858816701227010	#masterchefbr	[1,1,1,1,1,1,1]	0	1
862434806126260224	#masterchefbr	[1,1,1,1,1,1,1]	1	1
864658734030745601	#masterchefbr	[0,-1,1,0,-1,-1,-1]	2	-1
864528302006030337	#videoShowAoVivo	[1,1,1,1,1,1,1]	0	1
864123563888054278	#encontro	[1,1,1,1,1,1,1]	0	1
864641777306939392	#TheNoite	[0,-1,-1,-1,-1,-1,-1]	0	-1
865005400172634112	#masterchefbr	[0,-1,-1,0,-1,-1,-1]	2	-1
864480279511146498	#encontro	[1,-1,1,-1,1,1,1]	2	1
865058491752468480	#TheNoite	[0,1,1,1,1,1,0]	2	1
863038341201231872	#encontro	[1,1,1,1,1,1,1]	0	1
862339607920357381	#masterchefbr	[1,1,1,1,1,1,1]	0	1
862355381456076800	#videoShowAoVivo	[-1,-1,-1,-1,-1,-1,-1]	1	-1
864671656618471424	#masterchefbr	[0,-1,-1,0,-1,-1,-1]	0	-1
864816973066227713	#masterchefbr	[0,-1,-1,0,-1,-1,-1]	1	-1
865567421561753600	#encontro	[-1,-1,-1,-1,-1,-1,-1]	0	-1
864332554656075776	#ConversaComBial	[0,1,1,1,1,0,0]	0	1
862146386309074945	#masterchefbr	[-1,-1,-1,-1,-1,-1,-1]	0	-1
862684007527587842	#encontro	[1,1,1,1,1,1,1]	0	1
864480995961163780	#encontro	[0,-1,-1,-1,-1,-1,0]	2	-1
864466930534686721	#maisvoce	[0,-1,0,0,-1,0,-1]	1	0
862885036584046592	#masterchefbr	[1,1,1,1,1,1,1]	0	1
865056526834311168	#TheNoite	[0,1,-1,1,1,1,0]	1	1
863572735632560129	#altasHoras	[1,1,1,0,1,1,1]	1	1
864687584714346496	#ConversaComBial	[1,1,1,1,1,1,1]	0	1
862006202204643328	#videoShowAoVivo	[1,1,1,0,1,1,1]	0	1
863575157226471424	#altasHoras	[1,1,1,1,1,1,1]	0	1
865770933197434880	#masterchefbr	[1,1,1,1,1,1,1]	0	1
864106414683435008	#maisvoce	[-1,-1,-1,-1,-1,-1,-1]	0	-1
862168456531251200	#masterchefbr	[0,-1,-1,0,-1,-1,-1]	2	-1
865411967430926336	#masterchefbr	[-1,-1,-1,-1,-1,-1,-1]	0	-1
864734228864536576	#masterchefbr	[0,-1,0,-1,-1,-1,1]	1	-1
864669229005647872	#masterchefbr	[0,-1,0,0,-1,-1,-1]	0	-1
862358596507631616	#videoShowAoVivo	[0,1,1,1,-1,-1,1]	0	1
864685876990930949	#ConversaComBial	[0,1,0,1,0,0,-1]	1	0
865428897902583808	#TheNoite	[1,1,1,1,1,1,1]	0	1
864657931974971392	#masterchefbr	[0,-1,0,0,0,-1,0]	1	0
863253983690977280	#TheNoite	[0,1,-1,0,1,1,0]	1	-
862147018197741571	#masterchefbr	[0,1,1,0,1,1,1]	0	1
864686946546798592	#ConversaComBial	[0,-1,0,0,-1,-1,-1]	2	-1
863244986233626626	#ConversaComBial	[1,1,1,1,1,1,1]	0	1
865725441591697410	#masterchefbr	[0,-1,-1,0,-1,-1,-1]	1	-1
865181081217249280	#maisvoce	[0,1,0,0,1,0,-1]	0	0
864538951645876224	#videoShowAoVivo	[0,-1,-1,-1,-1,-1,-1]	2	-1
864677347705925632	#masterchefbr	[0,-1,1,0,1,-1,0]	1	0
862151431729672193	#masterchefbr	[0,1,1,0,1,1,-1]	0	1
864654726859804672	#masterchefbr	[1,1,1,1,1,1,1]	0	1
865250063920115712	#videoShowAoVivo	[1,1,1,1,1,1,1]	0	1
864858761458049025	#masterchefbr	[0,-1,1,1,1,1,1]	1	1
862006212212248576	#videoShowAoVivo	[0,1,1,1,1,1,1]	0	1
864687850503233536	#masterchefbr	[-1,-1,-1,-1,-1,-1,-1]	1	-1
864641755609792512	#masterchefbr	[0,1,-1,0,-1,-1,-1]	1	-1
865266054506967040	#videoShowAoVivo	[0,1,1,1,1,1,0]	1	1
863371080370712576	#édecasa	[1,1,1,1,1,1,1]	0	1
863781167664951296	#DomingoLegal	[0,1,1,1,0,0,0]	0	0
864682938847420417	#ConversaComBial	[1,1,1,1,1,1,1]	0	1
864677348926529536	#masterchefbr	[0,1,1,0,0,0,0]	0	0
862147015693795328	#masterchefbr	[0,1,1,0,1,-1,0]	3	-
862731246983663620	#videoShowAoVivo	[1,1,1,0,-1,-1,0]	2	1
865565888006815744	#encontro	[-1,-1,-1,-1,-1,-1,-1]	0	-1
862643037188521986	#maisvoce	[0,1,-1,0,-1,-1,1]	0	-1
864166075650293761	#videoShowAoVivo	[0,1,1,0,-1,-1,1]	3	1
862296231053283328	#masterchefbr	[0,-1,0,1,0,0,0]	1	0
862141982180855810	#masterchefbr	[0,-1,1,0,1,1,1]	0	1
864125421134237699	#encontro	[0,1,-1,0,1,1,0]	0	-
864651241011499009	#masterchefbr	[0,1,1,1,1,1,1]	0	1
862151434464366593	#masterchefbr	[0,1,1,0,0,1,0]	0	0
864179437172129793	#videoShowAoVivo	[0,1,0,0,-1,1,0]	0	0
864494689516486656	#encontro	[1,1,1,1,1,1,1]	0	1
864894375721136129	#videoShowAoVivo	[0,1,-1,0,-1,0,-1]	1	-
863394159138418689	#édecasa	[0,0,-1,0,0,0,0]	1	0
864899740458201088	#videoShowAoVivo	[1,1,1,1,1,1,1]	0	1
864896106219655172	#videoShowAoVivo	[0,1,1,1,1,1,1]	0	1
864688737481093121	#ConversaComBial	[1,1,1,1,1,1,1]	0	1
864449884115673089	#maisvoce	[-1,-1,-1,-1,-1,-1,-1]	0	-1
864532735922233344	#videoShowAoVivo	[1,1,1,1,1,1,1]	0	1
865279361859059714	#masterchefbr	[0,-1,0,0,0,1,0]	1	0
864657117021696000	#masterchefbr	[1,1,1,1,1,1,1]	0	1
863582557794906112	#altasHoras	[0,1,1,1,0,0,0]	1	0
864704259052498945	#masterchefbr	[0,-1,-1,-1,-1,-1,-1]	0	-1
864665990956802048	#masterchefbr	[0,-1,-1,-1,-1,-1,-1]	0	-1
865548723148865540	#maisvoce	[0,-1,1,0,-1,0,0]	0	0
862169393844846593	#masterchefbr	[0,1,1,0,1,-1,0]	0	-
865546929198870531	#maisvoce	[0,1,1,1,1,1,1]	0	1
865537825474723843	#maisvoce	[-1,-1,-1,-1,-1,-1,-1]	0	-1
864531547713654784	#videoShowAoVivo	[0,0,-1,1,-1,-1,-1]	1	-1
864116617688616960	#encontro	[0,-1,-1,0,-1,-1,0]	3	-1
862312523479035905	#encontro	[1,1,1,1,1,1,1]	0	1
862157750620610560	#masterchefbr	[0,-1,-1,0,1,1,1]	0	1
862306340122890240	#encontro	[0,-1,-1,0,0,0,0]	1	0
865428030058934272	#ConversaComBial	[0,1,1,0,0,0,1]	1	0
863247759905783808	#ConversaComBial	[0,1,0,0,0,0,0]	1	0
865050831317553152	#TheNoite	[0,-1,0,0,0,1,-1]	1	0
864661160259407873	#masterchefbr	[0,-1,-1,0,-1,-1,0]	2	-1
864662755273560065	#masterchefbr	[-1,-1,-1,-1,-1,-1,-1]	0	-1
864657931534520320	#masterchefbr	[1,1,1,1,1,1,1]	0	1
863040159725629445	#encontro	[1,1,1,1,1,1,1]	0	1
864674904553263104	#masterchefbr	[1,1,1,1,1,1,1]	0	1
863595811183185920	#altasHoras	[0,1,0,0,0,1,0]	0	0
863041298068103169	#encontro	[1,1,1,0,1,1,1]	0	1
865551779575898113	#maisvoce	[0,-1,-1,0,0,1,-1]	1	-
864667630577299456	#masterchefbr	[0,-1,0,0,-1,-1,-1]	0	-1
864532147247427584	#videoShowAoVivo	[1,1,1,1,1,1,1]	0	1
865220037828849664	#encontro	[-1,-1,-1,-1,-1,-1,-1]	0	-1
863239318726475776	#ConversaComBial	[1,1,1,1,1,1,1]	0	1
862513039114940417	#TheNoite	[1,1,1,1,1,1,1]	0	1
865427901931429891	#ConversaComBial	[0,1,1,0,0,1,0]	0	0
862176070472261632	#masterchefbr	[0,-1,-1,1,-1,-1,-1]	0	-1
865061909376184321	#TheNoite	[0,-1,1,1,1,1,1]	1	1
862143863460433922	#masterchefbr	[-1,-1,-1,0,-1,-1,-1]	0	-1
865205440728227842	#encontro	[0,-1,-1,0,-1,-1,0]	1	-1
865627376394280960	#videoShowAoVivo	[0,1,1,1,-1,1,-1]	1	1
864126837206765568	#encontro	[0,1,0,1,-1,-1,0]	0	0
863580512740397056	#altasHoras	[1,1,1,1,1,1,1]	0	1
863589426328481792	#altasHoras	[1,1,1,1,1,1,1]	0	1
864256225126604800	#encontro	[0,-1,0,0,-1,0,0]	0	0
864875373410086912	#ConversaComBial	[0,0,0,0,0,0,0]	0	0
864674909468938244	#masterchefbr	[-1,-1,-1,-1,-1,-1,-1]	0	-1
864824143749029888	#maisvoce	[0,1,1,1,1,1,1]	1	1
865218885808738304	#encontro	[1,1,1,1,1,1,1]	0	1
862173449367805952	#masterchefbr	[0,-1,0,0,0,0,0]	2	0
864665222480637952	#masterchefbr	[-1,-1,-1,-1,-1,-1,-1]	1	-1
864663613377851393	#masterchefbr	[-1,-1,-1,1,-1,-1,-1]	1	-1
863589242232074240	#altasHoras	[0,1,1,0,-1,1,0]	0	-
862350168208932865	#encontro	[1,1,1,1,1,1,1]	0	1
862151431759028224	#masterchefbr	[-1,1,-1,-1,-1,-1,-1]	1	-1
865433753371455488	#ConversaComBial	[1,1,1,1,1,1,1]	0	1
864901536668889092	#videoShowAoVivo	[1,1,1,1,1,1,1]	0	1
864122310600642565	#encontro	[0,-1,-1,0,-1,-1,0]	1	-1
861833430069387264	#TheNoite	[0,1,0,0,0,-1,0]	0	0
865566893851136000	#encontro	[-1,-1,-1,-1,-1,-1,-1]	0	-1
864704132262842368	#masterchefbr	[1,1,1,1,1,1,1]	0	1
864666793427824640	#masterchefbr	[0,1,0,0,-1,0,0]	0	0
864854987293294592	#encontro	[0,1,1,1,1,1,1]	1	1
864672496519348224	#masterchefbr	[0,1,1,1,0,0,0]	0	0
864704131642138624	#masterchefbr	[-1,-1,-1,-1,-1,-1,-1]	1	-1
862174483192393728	#masterchefbr	[0,-1,-1,1,-1,1,1]	1	-
864818253591445505	#maisvoce	[0,1,-1,-1,-1,-1,0]	0	-1
865629852988198912	#videoShowAoVivo	[1,1,1,1,1,1,1]	0	1
863573278841085952	#altasHoras	[1,1,1,0,-1,1,0]	4	1
864652947472478208	#masterchefbr	[0,1,0,1,0,0,-1]	1	0
865793247343497216	#TheNoite	[0,1,1,0,0,1,-1]	1	-
862286183581315072	#maisvoce	[0,1,1,-1,-1,-1,1]	1	-
863031769712517120	#encontro	[1,1,1,1,1,1,1]	1	1
862858262382882816	#ConversaComBial	[0,1,0,0,0,0,0]	0	0
864651210065838081	#masterchefbr	[0,1,-1,0,-1,-1,0]	0	-
864104879668830208	#maisvoce	[1,1,1,1,1,1,1]	0	1
862148916069924864	#masterchefbr	[-1,-1,-1,-1,-1,-1,-1]	0	-1
865778303914958850	#ConversaComBial	[1,1,1,1,1,1,1]	0	1
864182645596487681	#videoShowAoVivo	[-1,-1,-1,-1,0,-1,-1]	1	-1
864677342974799874	#masterchefbr	[-1,-1,-1,-1,-1,-1,-1]	0	-1
863587647016636417	#altasHoras	[-1]	0	-1
863591661594697728	#altasHoras	[0]	0	0
863385491344941060	#édecasa	[1]	0	1
865073884411953152	#ConversaComBial	[1]	0	1
862176233949409281	#masterchefbr	[1]	0	1
862360387790012420	#videoShowAoVivo	[1]	0	1
862370979577831424	#masterchefbr	[-1]	0	-1
864659538544340993	#masterchefbr	[1]	0	1
864532971096813568	#videoShowAoVivo	[1]	0	1
864681369930268672	#masterchefbr	[1]	0	1
862720884100009988	#masterchefbr	[-1]	0	-1
865795464171597826	#ConversaComBial	[-1]	0	-1
864661172922044416	#masterchefbr	[-1]	0	-1
862284845539614720	#maisvoce	[1]	0	1
863573938030481408	#altasHoras	[1]	0	1
865216192197296128	#encontro	[-1]	0	-1
865055679798812672	#TheNoite	[1]	0	1
863582336310534144	#altasHoras	[1]	0	1
864531050508288000	#videoShowAoVivo	[1]	0	1
864661962000650240	#masterchefbr	[-1]	0	-1
862317797883482112	#encontro	[-1]	0	-1
863227876941934593	#altasHoras	[1]	0	1
864130858525110272	#encontro	[1]	0	1
863190980534685697	#masterchefbr	[1]	0	1
865051334747328512	#TheNoite	[1,1,0]	0	1
863788726312468481	#DomingoLegal	[-1]	0	-1
863581192628695040	#altasHoras	[1]	0	1
865218479808499712	#encontro	[-1]	0	-1
864681352993615876	#ConversaComBial	[1]	0	1
865536799002644481	#maisvoce	[1]	0	1
863051082834038786	#encontro	[1]	0	1
863573567010734080	#altasHoras	[1]	0	1
865439264770846720	#ConversaComBial	[1]	0	1
862142617030668288	#masterchefbr	[1,1,1]	0	1
862141979446173696	#masterchefbr	[1]	0	1
864301806544990208	#maisvoce	[-1]	0	-1
864843346476511232	#masterchefbr	[1,1,1]	0	1
864689474277650432	#masterchefbr	[-1,-1,-1]	0	-1
862718981496610816	#encontro	[0]	0	0
863395921522032640	#édecasa	[1]	0	1
865426213510053889	#ConversaComBial	[1]	0	1
865059540303310848	#TheNoite	[1]	0	1
864905070558760961	#videoShowAoVivo	[1]	0	1
864687051056304129	#masterchefbr	[-1]	0	-1
865565693965684736	#encontro	[-1]	1	-1
865432734533136384	#ConversaComBial	[-1]	0	-1
863398508405170177	#édecasa	[1]	0	1
864894331089555456	#videoShowAoVivo	[1]	0	1
863086023613566980	#videoShowAoVivo	[1]	0	1
864497528317849600	#encontro	[1,1,1]	0	1
864895064320946177	#videoShowAoVivo	[1]	0	1
862147018994708480	#masterchefbr	[-1]	0	-1
864335520167362560	#TheNoite	[1]	0	1
862151445533122560	#masterchefbr	[-1]	0	-1
864703017001660416	#TheNoite	[-1]	0	-1
864889627232141314	#videoShowAoVivo	[1]	0	1
864176882291535873	#videoShowAoVivo	[-1]	0	-1
865428489469652992	#TheNoite	[-1,-1,0]	0	-1
862358436968792066	#videoShowAoVivo	[1]	0	1
864683803691950085	#masterchefbr	[1]	0	1
865428447103000576	#ConversaComBial	[1,1,1]	0	1
864649659003924480	#masterchefbr	[0]	0	0
861283417857691649	#DomingoLegal	[1]	0	1
864893345017077760	#videoShowAoVivo	[1]	0	1
864909627347144706	#masterchefbr	[-1]	0	-1
864334590353195008	#TheNoite	[1]	0	1
863538977286103040	#altasHoras	[1]	0	1
865623013739319296	#ConversaComBial	[1,1,1]	1	1
865747810653753344	#masterchefbr	[-1]	0	-1
864667598465716225	#masterchefbr	[1]	0	1
864127113661730824	#encontro	[-1,-1,-1]	0	-1
864671684258926594	#masterchefbr	[-1]	0	-1
862287553789145088	#maisvoce	[1]	0	1
865186929633112064	#maisvoce	[1]	0	1
864543617947488257	#videoShowAoVivo	[1]	0	1
865582719954235392	#encontro	[1,0,1]	0	1
865566003119435776	#encontro	[-1]	0	-1
864702745445576704	#masterchefbr	[1]	0	1
862176757209849856	#masterchefbr	[1,1,0]	0	1
865418244106076160	#ConversaComBial	[1,1,1]	0	1
864535311258406912	#videoShowAoVivo	[1]	0	1
864685430847000576	#masterchefbr	[1]	0	1
862263826158321666	#masterchefbr	[1]	0	1
864687043452035072	#masterchefbr	[-1]	0	-1
864835096951611393	#masterchefbr	[-1,-1,0]	0	-1
864849279973822464	#masterchefbr	[1]	0	1
863244759258857476	#ConversaComBial	[1]	0	1
862149526353850368	#masterchefbr	[1,1,1]	0	1
863396488088563712	#édecasa	[1]	0	1
864467549215436805	#maisvoce	[1]	0	1
865385500781273089	#ConversaComBial	[1]	0	1
864675736745123842	#masterchefbr	[0,0,1]	1	0
864665207901216773	#masterchefbr	[-1]	0	-1
865055828059062272	#TheNoite	[1]	0	1
864255045755297792	#encontro	[1]	0	1
864644969524580353	#masterchefbr	[1]	0	1
863600334215794689	#altasHoras	[1,1,1]	0	1
863412424954785792	#édecasa	[1,1,1]	0	1
863399974679216129	#édecasa	[1]	0	1
865063035089629185	#TheNoite	[1]	0	1
862155857370525696	#masterchefbr	[-1]	0	-1
864664406680109057	#masterchefbr	[-1]	0	-1
862321494269079552	#encontro	[1,1,1]	0	1
865707972953071616	#masterchefbr	[-1]	0	-1
863582343042404352	#altasHoras	[1]	0	1
864342372112412673	#ConversaComBial	[-1,-1,-1]	0	-1
864680585574440961	#masterchefbr	[1,1,1]	0	1
863582141191516160	#altasHoras	[1,0,-1]	0	-
863878720301535233	#masterchefbr	[1,1,1]	0	1
863036636829036544	#encontro	[-1]	0	-1
862150153641357312	#masterchefbr	[1,1,1]	0	1
862156481885601793	#masterchefbr	[-1]	0	-1
863581798089056257	#altasHoras	[1]	0	1
864701666246918144	#masterchefbr	[1]	0	1
862659475131576320	#maisvoce	[1]	0	1
863589189199200258	#altasHoras	[1]	0	1
864676539203506176	#masterchefbr	[-1]	0	-1
